Airline name ,Travel  Time,Number of  Stoppage ,Ticket prize(Doller),Departure  Airport,Departure Time,1st Stoppage Waiting time,1st Stoppage,2nd Stoppage Waiting time,2nd Stoppage,3rd Stoppage Waiting time,3rd Stoppage,Destination Airport,Arrival Time,Arrival Date,Time of the year ,Departure Date
Emirates,20:55:00,1 Stop,853,LGW,10:05 AM,7:45,DXB,,,,,LGA,1:00 PM,4/8/2021,April,4/7/2021
Emirates,26:50:00,1 Stop,853,LGW,10:05 AM,13:40,DXB,,,,,EWR,6:55 PM,4/8/2021,April,4/6/2021
SWISS,32:20:00,1 Stop,857,LHR,8:05 PM,19:55,ZRH,,,,,EWR,10:25 AM,4/9/2021,April,4/7/2021
Multiple,23:45:00,2 Stops,859,STN,2:55 PM,2:30,DXB,,,,,LGA,8:40 PM,4/8/2021,April,4/7/2021
Multiple,24:10:00,2 Stops,867,LGW,2:30 PM,2:55,DXB,,,,,EWR,8:40 PM,4/8/2021,April,4/6/2021
Air India,24:20:00,1 Stop,868,LHR,1:15 PM,11:40,DEL,,,,,LGA,7:35 PM,4/8/2021,April,4/6/2021
Air India,27:50:00,1 Stop,868,LHR,9:45 AM,15:00,DEL,,,,,EWR,7:35 PM,4/8/2021,April,4/6/2021
Air India,28:15:00,1 Stop,868,LHR,9:30 PM,15:00,BOM,,,,,EWR,7:45 AM,4/9/2021,April,4/7/2021
Air India,37:15:00,1 Stop,868,LHR,12:30 PM,24:00:00,BOM,,,,,EWR,7:45 AM,4/9/2021,April,4/7/2021
Qatar,28:05:00,1 Stop,868,LGW,9:00 AM,14:20,DOH,,,,,EWR,7:05 PM,4/8/2021,April,4/6/2021
KLM-Royal Dutch,29:50:00,2 Stops,872,LHR,8:55 PM,7:30,AMS,,,,,EWR,8:45 AM,4/9/2021,April,4/7/2021
British,17:05:00,1 Stop,876,LGW,2:05 PM,3:10,DOH,,,,,EWR,1:10 PM,4/8/2021,April,4/7/2021
British,23:00:00,1 Stop,876,LGW,2:05 PM,9:05,DOH,,,,,EWR,7:05 PM,4/8/2021,April,4/7/2021
British,28:05:00,1 Stop,879,LGW,9:00 AM,14:20,DOH,,,,,EWR,7:05 PM,4/8/2021,April,4/6/2021
SWISS,33:35:00,1 Stop,881,LCY,6:50 PM,21:15,ZRH,,,,,EWR,10:25 AM,4/9/2021,April,4/7/2021
SWISS,34:45:00,1 Stop,885,LCY,5:40 PM,22:25,ZRH,,,,,LGA,10:25 AM,4/9/2021,April,4/7/2021
Multiple,17:45:00,1 Stop,894,LHR,8:55 PM,1:45,SIN,,,,,EWR,8:40 PM,4/8/2021,April,4/7/2021
Qantas,17:45:00,1 Stop,894,LHR,8:55 PM,1:45,SIN,,,,,EWR,8:40 PM,4/8/2021,April,4/7/2021
Qantas,29:50:00,1 Stop,894,LHR,8:55 PM,13:45,SIN,,,,,EWR,8:45 AM,4/9/2021,April,4/7/2021
Emirates,15:55:00,1 Stop,896,LHR,2:20 PM,2:30,DXB,,,,,EWR,12:15 PM,4/8/2021,April,4/7/2021
Emirates,16:30:00,1 Stop,896,LHR,9:05 AM,3:20,DXB,,,,,EWR,7:35 AM,4/8/2021,April,4/7/2021
Emirates,16:40:00,1 Stop,896,LHR,2:20 PM,3:25,DXB,,,,,LGA,1:00 PM,4/8/2021,April,4/7/2021
Emirates,21:10:00,1 Stop,896,LHR,9:05 AM,7:40,DXB,,,,,EWR,12:15 PM,4/8/2021,April,4/7/2021
Emirates,21:55:00,1 Stop,896,LHR,9:05 AM,8:35,DXB,,,,,EWR,1:00 PM,4/8/2021,April,4/7/2021
Emirates,22:35:00,1 Stop,896,LHR,2:20 PM,9:20,DXB,,,,,LGA,6:55 PM,4/8/2021,April,4/7/2021
Emirates,32:00:00,1 Stop,896,LHR,10:15 PM,18:45,DXB,,,,,LGA,12:15 PM,4/9/2021,April,4/7/2021
Etihad,20:00:00,1 Stop,900,LHR,9:30 AM,3:50,AUH,,,,,LGA,11:30 AM,4/8/2021,April,4/7/2021
Multiple,15:10:00,1 Stop,908,LHR,9:55 PM,1:15,DOH,,,,,LGA,7:05 PM,4/8/2021,April,4/7/2021
Qatar,15:10:00,1 Stop,910,LHR,9:55 PM,1:15,DOH,,,,,EWR,7:05 PM,4/8/2021,April,4/7/2021
Qatar,17:20:00,1 Stop,910,LHR,7:45 PM,3:25,DOH,,,,,EWR,7:05 PM,4/8/2021,April,4/7/2021
Qatar,21:05:00,1 Stop,910,LHR,4:00 PM,7:10,DOH,,,,,LGA,7:05 PM,4/8/2021,April,4/7/2021
Qatar,22:00:00,1 Stop,910,LHR,3:05 PM,8:05,DOH,,,,,EWR,7:05 PM,4/8/2021,April,4/7/2021
Qatar,25:10:00,1 Stop,910,LHR,11:55 AM,11:15,DOH,,,,,EWR,7:05 PM,4/8/2021,April,4/6/2021
Qatar,28:35:00,1 Stop,913,LHR,8:30 AM,14:45,DOH,,,,,LGA,7:05 PM,4/8/2021,April,4/6/2021
Qatar,29:20:00,1 Stop,913,LHR,7:45 PM,15:25,DOH,,,,,LGA,7:05 AM,4/9/2021,April,4/7/2021
Qatar,34:35:00,1 Stop,913,LHR,7:45 PM,20:50,DOH,,,,,LGA,12:20 PM,4/9/2021,April,4/7/2021
Qatar,35:25:00,1 Stop,913,LHR,7:45 PM,21:30,DOH,,,,,LGA,1:10 PM,4/9/2021,April,4/7/2021
British,15:10:00,1 Stop,921,LHR,9:55 PM,1:15,DOH,,,,,LGA,7:05 PM,4/8/2021,April,4/7/2021
British,18:05:00,1 Stop,921,LHR,7:00 PM,4:10,DOH,,,,,EWR,7:05 PM,4/8/2021,April,4/7/2021
British,21:05:00,1 Stop,921,LHR,4:00 PM,7:10,DOH,,,,,EWR,7:05 PM,4/8/2021,April,4/7/2021
British,22:00:00,1 Stop,921,LHR,3:05 PM,8:05,DOH,,,,,EWR,7:05 PM,4/8/2021,April,4/7/2021
British,25:10:00,1 Stop,921,LHR,11:55 AM,11:15,DOH,,,,,LGA,7:05 PM,4/8/2021,April,4/6/2021
British,29:05:00,1 Stop,925,LHR,8:00 AM,15:10,DOH,,,,,EWR,7:05 PM,4/8/2021,April,4/6/2021
British,30:05:00,1 Stop,925,LHR,7:00 PM,16:10,DOH,,,,,LGA,7:05 AM,4/9/2021,April,4/7/2021
British,35:20:00,1 Stop,925,LHR,7:00 PM,21:25,DOH,,,,,LGA,12:20 PM,4/9/2021,April,4/7/2021
Multiple,22:20:00,2 Stops,931,LGW,10:05 AM,1:15,DXB,,,,,EWR,2:25 PM,4/8/2021,April,4/7/2021
Multiple,28:35:00,2 Stops,931,LGW,10:05 AM,7:30,DXB,,,,,LGA,8:40 PM,4/8/2021,April,4/6/2021
Turkish,29:50:00,1 Stop,936,LHR,6:30 PM,16:40,IST,,,,,EWR,6:20 AM,4/9/2021,April,4/7/2021
Kuwait,27:55:00,1 Stop,947,LHR,4:45 PM,14:50,KWI,,,,,JFK,2:40 AM,4/9/2021,April,4/7/2021
Lufthansa,37:20:00,2 Stops,968,LCY,7:20 PM,10:40,FRA,,,,,EWR,2:40 PM,4/9/2021,April,4/7/2021
Lufthansa,37:20:00,2 Stops,968,LCY,7:20 PM,9:10,FRA,,,,,EWR,2:40 PM,4/9/2021,April,4/7/2021
Multiple,23:20:00,2 Stops,974,LHR,9:05 AM,2:05,DXB,,,,,LGA,2:25 PM,4/8/2021,April,4/7/2021
Multiple,24:20:00,2 Stops,974,LHR,2:20 PM,3:10,DXB,,,,,LGA,8:40 PM,4/8/2021,April,4/6/2021
Multiple,29:35:00,2 Stops,974,LHR,9:05 AM,8:20,DXB,,,,,LGA,8:40 PM,4/8/2021,April,4/6/2021
British,35:00:00,1 Stop,990,LGW,2:05 PM,21:05,DOH,,,,,EWR,7:05 AM,4/9/2021,April,4/7/2021
Ethiopian,34:15:00,1 Stop,993,LHR,9:00 PM,17:10,ADD,,,,,LGA,1:15 PM,4/9/2021,April,4/7/2021
Qatar,22:40:00,1 Stop,1021,LHR,8:30 AM,8:50,DOH,,,,,LGA,1:10 PM,4/8/2021,April,4/7/2021
Turkish,14:55:00,1 Stop,1027,LHR,6:30 PM,1:35,IST,,,,,LGA,3:25 PM,4/8/2021,April,4/7/2021
Turkish,29:15:00,1 Stop,1027,LHR,7:05 PM,15:50,IST,,,,,LGA,6:20 AM,4/9/2021,April,4/7/2021
Lufthansa,37:20:00,2 Stops,1031,LCY,7:20 PM,12:30,FRA,,,,,EWR,2:40 PM,4/9/2021,April,4/7/2021
British,23:10:00,1 Stop,1032,LHR,8:00 AM,9:15,DOH,,,,,EWR,1:10 PM,4/8/2021,April,4/7/2021
Multiple,16:15:00,1 Stop,1039,LGW,2:05 PM,2:30,DOH,,,,,EWR,12:20 PM,4/8/2021,April,4/7/2021
Qatar,16:15:00,1 Stop,1041,LGW,2:05 PM,2:30,DOH,,,,,EWR,12:20 PM,4/8/2021,April,4/7/2021
Qatar,17:05:00,1 Stop,1041,LGW,2:05 PM,3:10,DOH,,,,,LGA,1:10 PM,4/8/2021,April,4/7/2021
Qatar,23:00:00,1 Stop,1041,LGW,2:05 PM,9:05,DOH,,,,,EWR,7:05 PM,4/8/2021,April,4/7/2021
Qatar,35:00:00,1 Stop,1045,LGW,2:05 PM,21:05,DOH,,,,,EWR,7:05 AM,4/9/2021,April,4/7/2021
Oman,27:30:00,1 Stop,1045,LHR,8:50 PM,14:05,MCT,,,,,EWR,6:20 AM,4/9/2021,April,4/7/2021
British,16:15:00,1 Stop,1053,LGW,2:05 PM,2:20,DOH,,,,,EWR,12:20 PM,4/8/2021,April,4/7/2021
Kuwait,32:55:00,1 Stop,1057,LHR,11:45 AM,19:50,KWI,,,,,LGA,2:40 AM,4/9/2021,April,4/7/2021
Singapore,18:40:00,1 Stop,1077,LHR,9:10 AM,2:50,SIN,,,,,LGA,9:50 AM,4/8/2021,April,4/7/2021
Singapore,21:15:00,1 Stop,1077,LHR,11:25 AM,5:40,SIN,,,,,LGA,2:40 PM,4/8/2021,April,4/7/2021
Singapore,23:20:00,1 Stop,1077,LHR,11:25 AM,7:55,SIN,,,,,LGA,4:45 PM,4/8/2021,April,4/7/2021
Singapore,23:30:00,1 Stop,1077,LHR,9:10 AM,7:40,SIN,,,,,JFK,2:40 PM,4/8/2021,April,4/7/2021
Singapore,25:35:00,1 Stop,1077,LHR,9:10 AM,9:55,SIN,,,,,EWR,4:45 PM,4/8/2021,April,4/6/2021
Singapore,26:00:00,1 Stop,1077,LHR,11:25 AM,10:20,SIN,,,,,EWR,7:25 PM,4/8/2021,April,4/6/2021
Singapore,28:10:00,1 Stop,1077,LHR,10:05 PM,12:20,SIN,,,,,EWR,8:15 AM,4/9/2021,April,4/7/2021
Singapore,28:15:00,1 Stop,1077,LHR,9:10 AM,12:20,SIN,,,,,EWR,7:25 PM,4/8/2021,April,4/6/2021
Singapore,29:25:00,1 Stop,1077,LHR,8:50 PM,13:35,SIN,,,,,EWR,8:15 AM,4/9/2021,April,4/7/2021
Singapore,29:45:00,1 Stop,1077,LHR,10:05 PM,14:10,SIN,,,,,LGA,9:50 AM,4/9/2021,April,4/7/2021
Singapore,31:00:00,1 Stop,1077,LHR,8:50 PM,15:25,SIN,,,,,LGA,9:50 AM,4/9/2021,April,4/7/2021
Singapore,34:35:00,1 Stop,1077,LHR,10:05 PM,19:00,SIN,,,,,EWR,2:40 PM,4/9/2021,April,4/7/2021
Qatar,16:05:00,1 Stop,1087,LHR,3:05 PM,2:10,DOH,,,,,LGA,1:10 PM,4/8/2021,April,4/7/2021
Qatar,21:50:00,1 Stop,1087,LHR,8:30 AM,8:10,DOH,,,,,EWR,12:20 PM,4/8/2021,April,4/7/2021
Srilankan,26:45:00,1 Stop,1098,LHR,9:30 PM,12:25,CMB,,,,,EWR,6:15 AM,4/9/2021,April,4/7/2021
British,16:05:00,1 Stop,1098,LHR,3:05 PM,2:10,DOH,,,,,JFK,1:10 PM,4/8/2021,April,4/7/2021
British,22:20:00,1 Stop,1098,LHR,8:00 AM,8:25,DOH,,,,,EWR,12:20 PM,4/8/2021,April,4/7/2021
Saudia,18:30:00,1 Stop,1102,LHR,3:10 PM,4:10,RUH,,,,,EWR,3:40 PM,4/8/2021,April,4/7/2021
Saudia,23:40:00,1 Stop,1102,LHR,10:00 AM,9:20,RUH,,,,,EWR,3:40 PM,4/8/2021,April,4/7/2021
KLM-Royal Dutch,15:45:00,1 Stop,1110,LHR,11:45 AM,3:05,AMS,,,,,LGA,9:30 AM,4/8/2021,April,4/7/2021
KLM-Royal Dutch,21:00:00,1 Stop,1110,LHR,6:30 AM,8:15,AMS,,,,,LGA,9:30 AM,4/8/2021,April,4/7/2021
Lufthansa,35:45:00,1 Stop,1113,LHR,8:25 PM,23:10,MUC,,,,,JFK,2:10 PM,4/9/2021,April,4/7/2021
Multiple,34:45:00,1 Stop,1115,LHR,8:55 PM,22:35,AMS,,,,,JFK,1:40 PM,4/9/2021,April,4/7/2021
Multiple,35:15:00,1 Stop,1115,LHR,8:25 PM,23:00,AMS,,,,,EWR,1:40 PM,4/9/2021,April,4/7/2021
Turkish,16:25:00,1 Stop,1120,LGW,5:00 PM,2:50,IST,,,,,EWR,3:25 PM,4/8/2021,April,4/7/2021
Turkish,19:40:00,1 Stop,1120,LGW,1:45 PM,6:10,IST,,,,,EWR,3:25 PM,4/8/2021,April,4/7/2021
Turkish,22:30:00,1 Stop,1120,LGW,10:55 AM,9:00,IST,,,,,LGA,3:25 PM,4/8/2021,April,4/7/2021
Turkish,31:20:00,1 Stop,1120,LGW,5:00 PM,17:55,IST,,,,,LGA,6:20 AM,4/9/2021,April,4/7/2021
Turkish,34:35:00,1 Stop,1120,LGW,1:45 PM,21:15,IST,,,,,EWR,6:20 AM,4/9/2021,April,4/7/2021
Oman,15:10:00,1 Stop,1125,LHR,8:50 PM,1:45,MCT,,,,,EWR,6:00 PM,4/8/2021,April,4/7/2021
KLM-Royal Dutch,17:55:00,1 Stop,1134,LCY,9:35 AM,5:30,AMS,,,,,LGA,9:30 AM,4/8/2021,April,4/7/2021
Multiple,34:55:00,1 Stop,1139,LCY,8:45 PM,22:40,AMS,,,,,LGA,1:40 PM,4/9/2021,April,4/7/2021
Multiple,35:30:00,1 Stop,1139,LCY,8:10 PM,23:25,AMS,,,,,EWR,1:40 PM,4/9/2021,April,4/7/2021
Turkish,16:45:00,1 Stop,1165,LHR,4:40 PM,3:15,IST,,,,,EWR,3:25 PM,4/8/2021,April,4/7/2021
Turkish,22:00:00,1 Stop,1165,LHR,11:25 AM,8:40,IST,,,,,LGA,3:25 PM,4/8/2021,April,4/7/2021
Turkish,26:10:00,1 Stop,1165,LHR,10:10 PM,12:55,IST,,,,,LGA,6:20 AM,4/9/2021,April,4/7/2021
Turkish,31:40:00,1 Stop,1165,LHR,4:40 PM,18:20,IST,,,,,EWR,6:20 AM,4/9/2021,April,4/7/2021
Qatar,15:15:00,1 Stop,1169,LHR,3:05 PM,1:30,DOH,,,,,EWR,12:20 PM,4/8/2021,April,4/7/2021
Qatar,16:35:00,1 Stop,1169,LHR,8:30 AM,2:45,DOH,,,,,EWR,7:05 AM,4/8/2021,April,4/7/2021
Qatar,19:15:00,1 Stop,1169,LHR,11:55 AM,5:20,DOH,,,,,EWR,1:10 PM,4/8/2021,April,4/7/2021
Qatar,33:15:00,1 Stop,1172,LHR,9:55 PM,19:20,DOH,,,,,EWR,1:10 PM,4/9/2021,April,4/7/2021
Qatar,34:00:00,1 Stop,1172,LHR,3:05 PM,20:05,DOH,,,,,EWR,7:05 AM,4/9/2021,April,4/7/2021
British,15:15:00,1 Stop,1180,LHR,3:05 PM,1:20,DOH,,,,,EWR,12:20 PM,4/8/2021,April,4/7/2021
British,17:05:00,1 Stop,1180,LHR,8:00 AM,3:10,DOH,,,,,EWR,7:05 AM,4/8/2021,April,4/7/2021
British,19:15:00,1 Stop,1180,LHR,11:55 AM,5:20,DOH,,,,,EWR,1:10 PM,4/8/2021,April,4/7/2021
British,33:15:00,1 Stop,1184,LHR,9:55 PM,19:20,DOH,,,,,EWR,1:10 PM,4/9/2021,April,4/7/2021
British,34:00:00,1 Stop,1184,LHR,3:05 PM,20:05,DOH,,,,,EWR,7:05 AM,4/9/2021,April,4/7/2021
SWISS,35:10:00,2 Stops,1190,LHR,5:15 PM,11:30,GVA,,,,,EWR,10:25 AM,4/9/2021,April,4/7/2021
SWISS,38:00:00,2 Stops,1190,LHR,2:25 PM,12:55,GVA,,,,,JFK,10:25 AM,4/9/2021,April,4/7/2021
SWISS,41:10:00,2 Stops,1214,LCY,11:15 AM,17:35,GVA,,,,,EWR,10:25 AM,4/9/2021,April,4/7/2021
Asiana,20:30:00,1 Stop,1218,LHR,8:40 PM,2:00,ICN,,,,,EWR,11:10 PM,4/8/2021,April,4/7/2021
Multiple,22:10:00,1 Stop,1221,LGW,9:00 AM,8:25,DOH,,,,,EWR,1:10 PM,4/8/2021,April,4/7/2021
Qatar,22:10:00,1 Stop,1223,LGW,9:00 AM,8:25,DOH,,,,,EWR,1:10 PM,4/8/2021,April,4/7/2021
British,22:10:00,1 Stop,1234,LGW,9:00 AM,8:25,DOH,,,,,JFK,1:10 PM,4/8/2021,April,4/7/2021
Multiple,15:10:00,1 Stop,1266,LHR,4:00 PM,1:15,DOH,,,,,EWR,1:10 PM,4/8/2021,April,4/7/2021
Qatar,15:10:00,1 Stop,1268,LHR,4:00 PM,1:15,DOH,,,,,EWR,1:10 PM,4/8/2021,April,4/7/2021
Qatar,18:25:00,1 Stop,1268,LHR,11:55 AM,4:40,DOH,,,,,JFK,12:20 PM,4/8/2021,April,4/7/2021
Qatar,27:10:00,1 Stop,1271,LHR,9:55 PM,13:15,DOH,,,,,JFK,7:05 AM,4/9/2021,April,4/7/2021
Qatar,32:25:00,1 Stop,1271,LHR,9:55 PM,18:40,DOH,,,,,JFK,12:20 PM,4/9/2021,April,4/7/2021
British,15:10:00,1 Stop,1279,LHR,4:00 PM,1:15,DOH,,,,,JFK,1:10 PM,4/8/2021,April,4/7/2021
British,18:25:00,1 Stop,1279,LHR,11:55 AM,4:30,DOH,,,,,JFK,12:20 PM,4/8/2021,April,4/7/2021
SWISS,14:40:00,1 Stop,1280,LHR,1:45 PM,2:10,ZRH,,,,,JFK,10:25 AM,4/8/2021,April,4/7/2021
SWISS,16:20:00,1 Stop,1280,LHR,12:05 PM,3:55,ZRH,,,,,JFK,10:25 AM,4/8/2021,April,4/7/2021
SWISS,19:45:00,1 Stop,1280,LHR,8:40 AM,7:05,ZRH,,,,,JFK,10:25 AM,4/8/2021,April,4/7/2021
SWISS,22:25:00,1 Stop,1280,LHR,6:00 AM,10:00,ZRH,,,,,EWR,10:25 AM,4/8/2021,April,4/7/2021
Austrian,13:10:00,1 Stop,1281,LHR,7:30 PM,45,VIE,,,,,EWR,2:40 PM,4/8/2021,April,4/7/2021
Lufthansa,15:45:00,1 Stop,1281,LHR,4:25 PM,3:10,MUC,,,,,JFK,2:10 PM,4/8/2021,April,4/7/2021
Austrian,17:35:00,1 Stop,1281,LHR,3:05 PM,5:05,VIE,,,,,JFK,2:40 PM,4/8/2021,April,4/7/2021
Lufthansa,18:35:00,1 Stop,1281,LHR,1:35 PM,6:00,MUC,,,,,JFK,2:10 PM,4/8/2021,April,4/7/2021
Lufthansa,21:20:00,1 Stop,1281,LHR,10:50 AM,8:45,MUC,,,,,EWR,2:10 PM,4/8/2021,April,4/7/2021
Austrian,23:35:00,1 Stop,1281,LHR,9:05 AM,11:05,VIE,,,,,JFK,2:40 PM,4/8/2021,April,4/7/2021
Lufthansa,24:45:00,1 Stop,1281,LHR,7:25 AM,12:10,MUC,,,,,JFK,2:10 PM,4/8/2021,April,4/6/2021
Lufthansa,25:15:00,1 Stop,1281,LHR,6:55 AM,12:40,MUC,,,,,JFK,2:10 PM,4/8/2021,April,4/6/2021
Austrian,26:40:00,1 Stop,1281,LHR,6:00 AM,14:15,VIE,,,,,JFK,2:40 PM,4/8/2021,April,4/6/2021
British,27:10:00,1 Stop,1283,LHR,9:55 PM,13:15,DOH,,,,,JFK,7:05 AM,4/9/2021,April,4/7/2021
British,32:25:00,1 Stop,1283,LHR,9:55 PM,18:30,DOH,,,,,JFK,12:20 PM,4/9/2021,April,4/7/2021
SWISS,15:20:00,1 Stop,1304,LCY,1:05 PM,3:00,ZRH,,,,,EWR,10:25 AM,4/8/2021,April,4/7/2021
SWISS,17:30:00,1 Stop,1304,LCY,10:55 AM,5:10,ZRH,,,,,JFK,10:25 AM,4/8/2021,April,4/7/2021
SWISS,18:45:00,1 Stop,1304,LCY,9:40 AM,6:30,ZRH,,,,,JFK,10:25 AM,4/8/2021,April,4/7/2021
Turkish,26:40:00,1 Stop,1324,LHR,6:45 AM,13:10,IST,,,,,JFK,3:25 PM,4/8/2021,April,4/6/2021
Kuwait,16:25:00,1 Stop,1331,LHR,11:45 AM,3:20,KWI,,,,,EWR,10:10 AM,4/8/2021,April,4/7/2021
Multiple,21:20:00,1 Stop,1354,LGW,9:00 AM,7:45,DOH,,,,,JFK,12:20 PM,4/8/2021,April,4/7/2021
Qatar,16:05:00,1 Stop,1356,LGW,9:00 AM,2:20,DOH,,,,,EWR,7:05 AM,4/8/2021,April,4/7/2021
Qatar,21:20:00,1 Stop,1356,LGW,9:00 AM,7:45,DOH,,,,,EWR,12:20 PM,4/8/2021,April,4/7/2021
KLM-Royal Dutch,17:35:00,1 Stop,1366,LHR,9:55 AM,4:45,AMS,,,,,EWR,9:30 AM,4/8/2021,April,4/7/2021
KLM-Royal Dutch,18:50:00,1 Stop,1366,LHR,8:40 AM,6:10,AMS,,,,,EWR,9:30 AM,4/8/2021,April,4/7/2021
British,16:05:00,1 Stop,1367,LGW,9:00 AM,2:20,DOH,,,,,EWR,7:05 AM,4/8/2021,April,4/7/2021
British,21:20:00,1 Stop,1367,LGW,9:00 AM,7:35,DOH,,,,,EWR,12:20 PM,4/8/2021,April,4/7/2021
Air China,22:25:00,1 Stop,1388,LGW,12:35 PM,7:40,PEK,,,,,EWR,5:00 PM,4/8/2021,April,4/7/2021
KLM-Royal Dutch,17:30:00,1 Stop,1390,LCY,10:00 AM,5:00,AMS,,,,,EWR,9:30 AM,4/8/2021,April,4/7/2021
KLM-Royal Dutch,17:35:00,1 Stop,1390,LCY,9:55 AM,4:55,AMS,,,,,EWR,9:30 AM,4/8/2021,April,4/7/2021
KLM-Royal Dutch,17:45:00,1 Stop,1390,LCY,9:45 AM,5:10,AMS,,,,,JFK,9:30 AM,4/8/2021,April,4/7/2021
Multiple,15:15:00,1 Stop,1399,LHR,3:05 PM,1:30,DOH,,,,,EWR,12:20 PM,4/8/2021,April,4/7/2021
Multiple,18:25:00,1 Stop,1399,LHR,11:55 AM,4:40,DOH,,,,,EWR,12:20 PM,4/8/2021,April,4/7/2021
Qatar,33:05:00,1 Stop,1404,LHR,4:00 PM,19:10,DOH,,,,,EWR,7:05 AM,4/9/2021,April,4/7/2021
British,33:05:00,1 Stop,1416,LHR,4:00 PM,19:10,DOH,,,,,EWR,7:05 AM,4/9/2021,April,4/7/2021
SWISS,18:45:00,1 Stop,1423,LCY,9:40 AM,6:30,ZRH,,,,,EWR,10:25 AM,4/8/2021,April,4/7/2021
SWISS,35:10:00,2 Stops,1486,LHR,5:15 PM,14:05,GVA,,,,,EWR,10:25 AM,4/9/2021,April,4/7/2021
SWISS,41:10:00,2 Stops,1504,LCY,11:15 AM,6:35,GVA,,,,,EWR,10:25 AM,4/9/2021,April,4/7/2021
Singapore,17:25:00,1 Stop,1555,LHR,9:10 AM,1:40,SIN,,,,,EWR,8:35 AM,4/8/2021,April,4/7/2021
Singapore,17:35:00,1 Stop,1555,LHR,11:25 AM,2:00,SIN,,,,,EWR,11:00 AM,4/8/2021,April,4/7/2021
Singapore,19:50:00,1 Stop,1555,LHR,9:10 AM,4:00,SIN,,,,,EWR,11:00 AM,4/8/2021,April,4/7/2021
Singapore,20:55:00,1 Stop,1555,LHR,11:25 AM,5:20,SIN,,,,,EWR,2:20 PM,4/8/2021,April,4/7/2021
Singapore,23:10:00,1 Stop,1555,LHR,9:10 AM,7:20,SIN,sc-jRQBWg 3,sc-eCImPb 5,,,JFK,2:20 PM,4/8/2021,April,4/7/2021
American,14:50:00,1 Stop,760,LGA,7:30 PM,1:22,ORD,,,,,CDG,1:25 PM,4/8/2021,April,4/7/2021
American,11:55:00,1 Stop,760,LGA,6:41 PM,2:11,ORD,,,,,CDG,1:25 PM,4/8/2021,April,4/7/2021
American,12:44:00,1 Stop,760,LGA,5:37 PM,3:14,ORD,,,,,CDG,1:25 PM,4/8/2021,April,4/7/2021
American,13:48:00,1 Stop,760,JFK,5:29 PM,3:13,ORD,,,,,CDG,1:25 PM,4/8/2021,April,4/7/2021
American,13:56:00,1 Stop,760,EWR,5:00 PM,3:58,ORD,,,,,CDG,1:25 PM,4/8/2021,April,4/7/2021
American,14:25:00,1 Stop,760,LGA,4:29 PM,4:20,ORD,,,,,CDG,1:25 PM,4/8/2021,April,4/7/2021
British,14:56:00,1 Stop,760,LGA,2:30 PM,6:16,ORD,,,,,CDG,1:25 PM,4/8/2021,April,4/7/2021
British,16:55:00,1 Stop,760,LGA,1:30 PM,7:22,ORD,,,,,CDG,1:25 PM,4/8/2021,April,4/7/2021
That's 6% off the retail price,17:55:00,1 Stop,774,LGA,7:30 PM,1:22,ORD,,,,,CDG,1:25 PM,4/8/2021,April,4/7/2021
American,11:55:00,1 Stop,774,LGA,5:37 PM,3:14,ORD,,,,,CDG,1:25 PM,4/8/2021,April,4/7/2021
Aer Lingus,13:48:00,1 Stop,839,LGA,10:45 AM,3:11,DFW,,,,,CDG,9:25 AM,4/8/2021,April,4/7/2021
United,16:40:00,1 Stop,1145,JFK,4:55 PM,2:10,DUB,,,,,CDG,9:30 AM,4/8/2021,April,4/7/2021
United,18:05:00,Nonstop,1610,EWR,6:30 PM,,,,,,,CDG,7:45 AM,4/8/2021,April,4/7/2021
United,10:35:00,1 Stop,1610,LGA,5:35 PM,2:35,YUL,,,,,CDG,10:20 AM,4/8/2021,April,4/7/2021
Air Canada,7:15:00,1 Stop,1610,LGA,5:35 PM,2:35,YUL,,,,,CDG,10:20 AM,4/8/2021,April,4/7/2021
United,10:45:00,1 Stop,1610,EWR,5:35 PM,2:31,YUL,,,,,CDG,10:20 AM,4/8/2021,April,4/7/2021
United,10:45:00,1 Stop,1610,EWR,5:35 PM,2:31,YUL,,,,,CDG,10:20 AM,4/8/2021,April,4/7/2021
United,10:45:00,1 Stop,1610,EWR,3:40 PM,4:26,YUL,,,,,CDG,10:20 AM,4/8/2021,April,4/7/2021
United,10:45:00,1 Stop,1610,EWR,3:40 PM,4:26,YUL,,,,,CDG,10:20 AM,4/8/2021,April,4/7/2021
Multiple,12:40:00,1 Stop,1610,LGA,3:15 PM,4:55,YUL,,,,,CDG,10:20 AM,4/8/2021,April,4/7/2021
Air Canada,12:40:00,1 Stop,1610,LGA,3:15 PM,4:55,YUL,,,,,CDG,10:20 AM,4/8/2021,April,4/7/2021
United,13:05:00,1 Stop,1610,EWR,2:30 PM,5:33,YUL,,,,,CDG,10:20 AM,4/8/2021,April,4/7/2021
Air Canada,13:05:00,1 Stop,1610,EWR,2:30 PM,5:33,YUL,,,,,CDG,10:20 AM,4/8/2021,April,4/7/2021
United,13:50:00,1 Stop,1610,LGA,1:05 PM,7:05,YUL,,,,,CDG,10:20 AM,4/8/2021,April,4/7/2021
Air Canada,13:50:00,1 Stop,1610,LGA,1:05 PM,7:05,YUL,,,,,CDG,10:20 AM,4/8/2021,April,4/7/2021
United,15:15:00,1 Stop,1610,JFK,12:45 PM,7:25,YUL,,,,,CDG,10:20 AM,4/8/2021,April,4/7/2021
