Airline name ,Travel  Time,Number of  Stoppage ,Ticket prize(Doller),Departure  Airport,Departure Time,1st Stoppage Waiting time,1st Stoppage,2nd Stoppage Waiting time,2nd Stoppage,3rd Stoppage Waiting time,3rd Stoppage,Destination Airport,Arrival Time,Arrival Date,Time of the year ,Departure Date
Emirates,51:15:00,2 Stops,1156,DAC,1:40 AM,11:15,DXB,19:40,MXP,,,JFK,6:55 PM,4/8/2021,April,4/5/2021
Emirates,57:25:00,2 Stops,1156,DAC,7:30 PM,17:15,DXB,19:40,MXP,,,JFK,6:55 PM,4/9/2021,April,4/6/2021
Turkish,26:05:00,1 Stop,1175,DAC,6:35 AM,6:20,IST,,,,,EWR,10:40 PM,4/9/2021,April,4/7/2021
Kuwait,21:15:00,1 Stop,1264,DAC,3:10 AM,2:10,KWI,,,,,JFK,2:25 PM,4/9/2021,April,4/8/2021
Etihad,22:35:00,1 Stop,1283,DAC,8:55 PM,3:00,AUH,,,,,JFK,9:30 AM,4/8/2021,April,4/7/2021
Turkish,21:15:00,1 Stop,1297,DAC,6:35 AM,1:50,IST,,,,,JFK,5:50 PM,4/9/2021,April,4/8/2021
Emirates,27:15:00,1 Stop,1313,DAC,1:40 AM,5:15,DXB,,,,,JFK,6:55 PM,4/8/2021,April,4/6/2021
Emirates,35:50:00,1 Stop,1313,DAC,7:30 PM,12:20,DXB,,,,,EWR,9:20 PM,4/9/2021,April,4/7/2021
Multiple,27:15:00,1 Stop,1376,DAC,5:30 AM,7:30,DOH,,,,,JFK,10:45 PM,4/9/2021,April,4/7/2021
Qatar,27:00:00,1 Stop,1431,DAC,5:30 AM,7:05,DOH,,,,,JFK,10:30 PM,4/8/2021,April,4/6/2021
Qatar,43:50:00,1 Stop,1435,DAC,5:30 AM,23:55,DOH,,,,,JFK,3:20 PM,4/8/2021,April,4/6/2021
Turkish,38:45:00,1 Stop,1441,DAC,6:35 AM,19:20,IST,,,,,JFK,11:20 AM,4/9/2021,April,4/7/2021
Emirates,22:45:00,1 Stop,1448,DAC,1:40 AM,4:00,DXB,,,,,JFK,2:25 PM,4/8/2021,April,4/7/2021
British,27:35:00,2 Stops,1456,DAC,8:15 PM,2:10,DOH,4:35,LHR,,,EWR,1:50 PM,4/8/2021,April,4/6/2021
British,27:35:00,2 Stops,1456,DAC,8:15 PM,2:45,DOH,4:00,LHR,,,EWR,1:50 PM,4/8/2021,April,4/6/2021
British,34:15:00,2 Stops,1456,DAC,10:50 AM,11:35,DOH,2:00,LHR,,,JFK,11:05 AM,4/8/2021,April,4/6/2021
British,34:15:00,2 Stops,1456,DAC,10:50 AM,1:35,DOH,12:00,LHR,,,JFK,11:05 AM,4/8/2021,April,4/6/2021
British,35:45:00,2 Stops,1456,DAC,10:50 AM,11:35,DOH,3:25,LHR,,,JFK,12:35 PM,4/8/2021,April,4/6/2021
British,35:45:00,2 Stops,1456,DAC,10:50 AM,1:35,DOH,13:25,LHR,,,JFK,12:35 PM,4/8/2021,April,4/6/2021
British,36:40:00,2 Stops,1456,DAC,10:50 AM,11:35,DOH,4:05,LHR,,,JFK,1:30 PM,4/8/2021,April,4/6/2021
British,37:00:00,2 Stops,1456,DAC,10:50 AM,11:35,DOH,4:35,LHR,,,EWR,1:50 PM,4/8/2021,April,4/6/2021
Emirates,28:55:00,1 Stop,1458,DAC,7:30 PM,10:00,DXB,,,,,JFK,2:25 PM,4/9/2021,April,4/7/2021
Emirates,29:40:00,1 Stop,1458,DAC,1:40 AM,6:20,DXB,,,,,EWR,9:20 PM,4/8/2021,April,4/6/2021
Emirates,33:25:00,1 Stop,1458,DAC,7:30 PM,11:15,DXB,,,,,JFK,6:55 PM,4/8/2021,April,4/6/2021
British,35:45:00,2 Stops,1460,DAC,10:50 AM,12:10,DOH,2:50,LHR,,,JFK,12:35 PM,4/8/2021,April,4/6/2021
British,37:00:00,2 Stops,1460,DAC,10:50 AM,12:10,DOH,4:00,LHR,,,EWR,1:50 PM,4/8/2021,April,4/6/2021
British,35:45:00,2 Stops,1473,DAC,10:50 AM,11:35,DOH,3:30,LGW,,,JFK,12:35 PM,4/8/2021,April,4/6/2021
British,36:40:00,2 Stops,1473,DAC,10:50 AM,11:35,DOH,4:10,LGW,,,JFK,1:30 PM,4/8/2021,April,4/6/2021
British,37:00:00,2 Stops,1473,DAC,10:50 AM,11:35,DOH,4:40,LGW,,,EWR,1:50 PM,4/8/2021,April,4/6/2021
British,35:45:00,2 Stops,1477,DAC,10:50 AM,12:05,DOH,3:05,LGW,,,JFK,12:35 PM,4/8/2021,April,4/6/2021
British,37:00:00,2 Stops,1477,DAC,10:50 AM,12:05,DOH,4:15,LGW,,,EWR,1:50 PM,4/8/2021,April,4/6/2021
British,42:40:00,2 Stops,1477,DAC,10:50 AM,12:05,DOH,10:00,LGW,,,EWR,7:30 PM,4/8/2021,April,4/6/2021
Emirates,42:40:00,2 Stops,1477,DAC,10:15 AM,2:40,DXB,19:40,MXP,,,JFK,6:55 PM,4/8/2021,April,4/6/2021
Qatar,50:30:00,2 Stops,1480,DAC,5:30 AM,23:45,DOH,3:46,ATL,,,LGA,10:00 PM,4/9/2021,April,4/6/2021
Multiple,21:55:00,1 Stop,1536,DAC,10:50 AM,2:10,DOH,,,,,JFK,10:45 PM,4/8/2021,April,4/7/2021
American,45:49:00,2 Stops,1564,DAC,5:05 AM,17:50,DOH,2:27,DFW,,,LGA,4:54 PM,4/8/2021,April,4/6/2021
American,46:27:00,2 Stops,1564,DAC,5:05 AM,17:50,DOH,3:12,DFW,,,EWR,5:32 PM,4/8/2021,April,4/6/2021
American,48:20:00,2 Stops,1564,DAC,5:05 AM,17:50,DOH,5:02,DFW,,,LGA,7:25 PM,4/8/2021,April,4/5/2021
American,50:32:00,2 Stops,1564,DAC,5:05 AM,17:50,DOH,7:15,DFW,,,EWR,9:37 PM,4/8/2021,April,4/5/2021
American,51:55:00,2 Stops,1564,DAC,5:05 AM,17:50,DOH,8:36,DFW,,,LGA,11:00 PM,4/8/2021,April,4/5/2021
British,24:50:00,2 Stops,1573,DAC,8:15 PM,2:10,DOH,2:00,LHR,,,JFK,11:05 AM,4/8/2021,April,4/6/2021
British,26:20:00,2 Stops,1573,DAC,8:15 PM,2:10,DOH,3:25,LHR,,,JFK,12:35 PM,4/8/2021,April,4/6/2021
British,26:20:00,2 Stops,1573,DAC,8:15 PM,2:45,DOH,2:50,LHR,,,JFK,12:35 PM,4/8/2021,April,4/6/2021
British,27:15:00,2 Stops,1573,DAC,8:15 PM,2:10,DOH,4:05,LHR,,,JFK,1:30 PM,4/8/2021,April,4/6/2021
British,27:15:00,2 Stops,1573,DAC,8:15 PM,2:45,DOH,3:30,LHR,,,JFK,1:30 PM,4/8/2021,April,4/6/2021
British,34:15:00,2 Stops,1573,DAC,10:50 AM,3:10,DOH,10:25,LHR,,,JFK,11:05 AM,4/8/2021,April,4/6/2021
British,35:45:00,2 Stops,1573,DAC,10:50 AM,3:10,DOH,11:50,LHR,,,JFK,12:35 PM,4/8/2021,April,4/6/2021
British,36:40:00,2 Stops,1573,DAC,10:50 AM,3:10,DOH,12:30,LHR,,,JFK,1:30 PM,4/8/2021,April,4/6/2021
British,37:00:00,2 Stops,1573,DAC,10:50 AM,3:10,DOH,13:00,LHR,,,EWR,1:50 PM,4/9/2021,April,4/7/2021
Qatar,21:40:00,1 Stop,1586,DAC,10:50 AM,1:45,DOH,,,,,JFK,10:30 PM,4/8/2021,April,4/7/2021
Qatar,38:30:00,1 Stop,1590,DAC,10:50 AM,18:35,DOH,,,,,JFK,3:20 PM,4/8/2021,April,4/6/2021
Emirates,23:20:00,1 Stop,1600,DAC,7:30 PM,4:20,DXB,,,,,JFK,8:50 AM,4/8/2021,April,4/7/2021
Emirates,32:35:00,1 Stop,1600,DAC,10:15 AM,13:45,DXB,,,,,JFK,8:50 AM,4/8/2021,April,4/6/2021
Emirates,41:10:00,1 Stop,1600,DAC,1:40 AM,22:20,DXB,,,,,JFK,8:50 AM,4/8/2021,April,4/6/2021
Emirates,42:40:00,1 Stop,1600,DAC,10:15 AM,20:40,DXB,,,,,JFK,6:55 PM,4/8/2021,April,4/6/2021
Emirates,45:05:00,1 Stop,1600,DAC,10:15 AM,21:45,DXB,,,,,EWR,9:20 PM,4/9/2021,April,4/7/2021
American,27:40:00,1 Stop,1600,DAC,5:05 AM,7:55,DOH,,,,,JFK,10:45 PM,4/9/2021,April,4/7/2021
Multiple,28:25:00,2 Stops,1603,DAC,1:40 AM,3:55,DXB,3:55,FRA,,,JFK,8:05 PM,4/8/2021,April,4/6/2021
Qatar,51:30:00,2 Stops,1610,DAC,5:30 AM,23:45,DOH,6:54,BOS,,,JFK,11:00 PM,4/8/2021,April,4/5/2021
Emirates,42:40:00,2 Stops,1619,DAC,10:15 AM,4:20,DXB,17:50,BGY,,,JFK,6:55 PM,4/8/2021,April,4/6/2021
Emirates,51:15:00,2 Stops,1619,DAC,1:40 AM,12:55,DXB,17:50,BGY,,,JFK,6:55 PM,4/8/2021,April,4/5/2021
Qatar,49:15:00,2 Stops,1625,DAC,5:30 AM,23:40,DOH,2:45,ORD,,,EWR,8:45 PM,4/8/2021,April,4/5/2021
Qatar,50:15:00,2 Stops,1625,DAC,5:30 AM,23:40,DOH,3:30,ORD,,,LGA,9:45 PM,4/8/2021,April,4/5/2021
Qatar,49:59:00,2 Stops,1640,DAC,5:30 AM,23:45,DOH,3:11,ATL,,,JFK,9:29 PM,4/8/2021,April,4/5/2021
Qatar,51:36:00,2 Stops,1640,DAC,5:30 AM,23:45,DOH,4:50,ATL,,,JFK,11:06 PM,4/9/2021,April,4/6/2021
Qatar,61:26:00,2 Stops,1652,DAC,5:30 AM,23:45,DOH,14:45,ATL,,,JFK,8:56 AM,4/9/2021,April,4/6/2021
British,26:24:00,2 Stops,1670,DAC,3:35 AM,2:35,DOH,3:05,LHR,,,JFK,7:59 PM,4/8/2021,April,4/6/2021
Etihad,29:05:00,1 Stop,1677,DAC,8:55 PM,9:30,AUH,,,,,JFK,4:00 PM,4/8/2021,April,4/6/2021
British,27:15:00,2 Stops,1687,DAC,8:15 PM,2:10,DOH,4:10,LGW,,,JFK,1:30 PM,4/8/2021,April,4/6/2021
British,27:15:00,2 Stops,1687,DAC,8:15 PM,2:40,DOH,3:45,LGW,,,JFK,1:30 PM,4/9/2021,April,4/7/2021
British,27:25:00,2 Stops,1689,DAC,3:35 AM,2:35,DOH,3:55,LHR,,,JFK,9:00 PM,4/9/2021,April,4/7/2021
British,28:15:00,2 Stops,1689,DAC,3:35 AM,2:35,DOH,4:55,LHR,,,JFK,9:50 PM,4/8/2021,April,4/6/2021
Finnair,42:15:00,2 Stops,1700,DAC,10:50 AM,18:40,DOH,2:05,HEL,,,JFK,7:05 PM,4/8/2021,April,4/6/2021
American,38:05:00,1 Stop,1764,DAC,5:05 AM,17:50,DOH,,,,,JFK,9:10 AM,4/9/2021,April,4/7/2021
British,24:24:00,2 Stops,1787,DAC,3:35 AM,1:40,DOH,2:00,LHR,,,JFK,5:59 PM,4/9/2021,April,4/7/2021
British,26:24:00,2 Stops,1787,DAC,3:35 AM,1:40,DOH,4:00,LHR,,,JFK,7:59 PM,4/9/2021,April,4/7/2021
British,27:25:00,2 Stops,1787,DAC,3:35 AM,1:40,DOH,4:50,LHR,,,JFK,9:00 PM,4/9/2021,April,4/7/2021
British,27:25:00,2 Stops,1787,DAC,3:35 AM,2:35,DOH,3:55,LHR,,,JFK,9:00 PM,4/8/2021,April,4/6/2021
Air India,26:55:00,2 Stops,1799,DAC,2:40 PM,4:35,CCU,3:45,DEL,,,JFK,7:35 AM,4/9/2021,April,4/7/2021
Multiple,27:30:00,2 Stops,1805,DAC,1:40 AM,5:10,DXB,2:00,LHR,,,JFK,7:10 PM,4/9/2021,April,4/7/2021
British,27:25:00,2 Stops,1807,DAC,3:35 AM,1:40,DOH,4:50,LHR,,,JFK,9:00 PM,4/9/2021,April,4/7/2021
British,28:15:00,2 Stops,1807,DAC,3:35 AM,1:40,DOH,5:50,LHR,,,JFK,9:50 PM,4/8/2021,April,4/6/2021
Multiple,42:10:00,2 Stops,1810,DAC,10:50 AM,18:25,DOH,2:50,BOS,,,JFK,7:00 PM,4/8/2021,April,4/6/2021
Qatar,44:55:00,2 Stops,1835,DAC,10:50 AM,18:20,DOH,3:30,ORD,,,LGA,9:45 PM,4/8/2021,April,4/6/2021
Qatar,50:59:00,2 Stops,1835,DAC,5:30 AM,23:40,DOH,4:13,ORD,,,JFK,10:29 PM,4/9/2021,April,4/6/2021
Qatar,65:25:00,2 Stops,1848,DAC,5:30 AM,23:40,DOH,18:38,ORD,,,JFK,12:55 PM,4/9/2021,April,4/6/2021
Qatar,67:00:00,2 Stops,1848,DAC,5:30 AM,23:40,DOH,20:20,ORD,,,JFK,2:30 PM,4/8/2021,April,4/5/2021
Emirates,38:10:00,1 Stop,1891,DAC,10:15 AM,19:25,DXB,,,,,JFK,2:25 PM,4/9/2021,April,4/7/2021
Cathay Pacific,21:05:00,1 Stop,1894,DAC,2:10 AM,1:00,HKG,,,,,JFK,1:15 PM,4/8/2021,April,4/7/2021
American,45:55:00,2 Stops,1911,DAC,5:05 AM,17:50,DOH,2:25,DFW,,,JFK,5:00 PM,4/8/2021,April,4/6/2021
American,48:25:00,2 Stops,1911,DAC,5:05 AM,17:50,DOH,4:56,DFW,,,JFK,7:30 PM,4/8/2021,April,4/5/2021
American,50:35:00,2 Stops,1911,DAC,5:05 AM,17:50,DOH,7:03,DFW,,,JFK,9:40 PM,4/8/2021,April,4/5/2021
Cathay Pacific,50:50:00,2 Stops,1944,DAC,2:10 AM,10:20,HKG,19:20,BOS,,,JFK,7:00 PM,4/8/2021,April,4/5/2021
Cathay Pacific,50:50:00,2 Stops,1944,DAC,2:10 AM,10:20,HKG,19:20,BOS,,,JFK,7:00 PM,4/9/2021,April,4/6/2021
Multiple,29:30:00,2 Stops,1950,DAC,1:40 AM,6:55,DXB,2:25,LHR,,,JFK,9:10 PM,4/8/2021,April,4/6/2021
Gulf Air Company,42:50:00,2 Stops,2041,DAC,5:40 AM,17:20,BAH,4:20,CDG,,,JFK,2:30 PM,4/9/2021,April,4/7/2021
Finnair,25:30:00,2 Stops,2070,DAC,3:35 AM,1:55,DOH,2:05,HEL,,,JFK,7:05 PM,4/8/2021,April,4/6/2021
American,22:55:00,1 Stop,2070,DAC,8:15 PM,2:40,DOH,,,,,JFK,9:10 AM,4/8/2021,April,4/7/2021
American,32:45:00,2 Stops,2080,DAC,8:15 PM,9:00,DOH,3:10,BOS,,,JFK,7:00 PM,4/9/2021,April,4/7/2021
American,48:24:00,2 Stops,2088,DAC,8:15 PM,9:00,DOH,18:46,BOS,,,JFK,10:39 AM,4/9/2021,April,4/6/2021
American,50:44:00,2 Stops,2088,DAC,8:15 PM,9:00,DOH,21:08,BOS,,,JFK,12:59 PM,4/9/2021,April,4/6/2021
American,53:01:00,2 Stops,2088,DAC,8:15 PM,9:00,DOH,23:25,BOS,,,JFK,3:16 PM,4/8/2021,April,4/5/2021
Qatar,44:34:00,2 Stops,2120,DAC,10:50 AM,18:25,DOH,5:08,BOS,,,JFK,9:24 PM,4/8/2021,April,4/6/2021
Qatar,49:54:00,2 Stops,2120,DAC,5:30 AM,23:45,DOH,5:08,BOS,,,JFK,9:24 PM,4/9/2021,April,4/6/2021
Air India,50:55:00,2 Stops,2199,DAC,2:40 PM,19:10,CCU,13:55,DEL,,,JFK,7:35 AM,4/9/2021,April,4/6/2021
Air India,50:55:00,2 Stops,2199,DAC,2:40 PM,15:30,CCU,17:05,DEL,,,JFK,7:35 AM,4/9/2021,April,4/6/2021
Singapore,45:15:00,1 Stop,2235,DAC,11:55 PM,17:50,SIN,,,,,JFK,11:10 AM,4/8/2021,April,4/6/2021
British,24:50:00,2 Stops,2266,DAC,8:15 PM,2:10,DOH,2:00,LHR,,,JFK,11:05 AM,4/9/2021,April,4/7/2021
Multiple,23:05:00,2 Stops,2393,DAC,10:15 AM,1:10,DXB,1:35,LHR,,,JFK,11:20 PM,4/8/2021,April,4/7/2021
Gulf Air Company,37:50:00,2 Stops,2404,DAC,5:40 AM,12:25,BAH,4:20,AUH,,,JFK,9:30 AM,4/8/2021,April,4/6/2021
Gulf Air Company,44:20:00,2 Stops,2404,DAC,5:40 AM,12:25,BAH,10:50,AUH,,,JFK,4:00 PM,4/9/2021,April,4/7/2021
Multiple,21:20:00,1 Stop,2416,DAC,3:35 AM,1:35,DOH,,,,,JFK,2:55 PM,4/8/2021,April,4/7/2021
Multiple,21:40:00,1 Stop,2416,DAC,9:30 PM,1:25,DOH,,,,,JFK,9:10 AM,4/8/2021,April,4/7/2021
Multiple,27:25:00,1 Stop,2416,DAC,9:30 PM,7:40,DOH,,,,,JFK,2:55 PM,4/8/2021,April,4/6/2021
Multiple,32:20:00,1 Stop,2420,DAC,10:50 AM,12:05,DOH,,,,,JFK,9:10 AM,4/8/2021,April,4/6/2021
Multiple,37:40:00,1 Stop,2420,DAC,5:30 AM,17:25,DOH,,,,,JFK,9:10 AM,4/9/2021,April,4/7/2021
Qatar,21:45:00,1 Stop,2426,DAC,3:35 AM,1:50,DOH,,,,,JFK,3:20 PM,4/8/2021,April,4/7/2021
Qatar,27:50:00,1 Stop,2426,DAC,9:30 PM,7:55,DOH,,,,,JFK,3:20 PM,4/9/2021,April,4/7/2021
Qatar,28:55:00,1 Stop,2426,DAC,3:35 AM,9:00,DOH,,,,,JFK,10:30 PM,4/8/2021,April,4/6/2021
Qatar,32:20:00,1 Stop,2430,DAC,10:50 AM,12:05,DOH,,,,,JFK,9:10 AM,4/8/2021,April,4/6/2021
Qatar,37:40:00,1 Stop,2430,DAC,5:30 AM,17:25,DOH,,,,,JFK,9:10 AM,4/8/2021,April,4/6/2021
Qatar,39:35:00,1 Stop,2430,DAC,3:35 AM,19:20,DOH,,,,,JFK,9:10 AM,4/8/2021,April,4/6/2021
American,28:40:00,1 Stop,2640,DAC,8:15 PM,8:55,DOH,,,,,JFK,2:55 PM,4/8/2021,April,4/6/2021
American,34:30:00,2 Stops,2650,DAC,8:15 PM,8:55,DOH,3:15,ORD,,,EWR,8:45 PM,4/8/2021,April,4/6/2021
American,35:30:00,2 Stops,2650,DAC,8:15 PM,8:55,DOH,4:00,ORD,,,LGA,9:45 PM,4/8/2021,April,4/6/2021
American,35:58:00,2 Stops,2650,DAC,8:15 PM,8:55,DOH,4:44,ORD,,,EWR,10:13 PM,4/9/2021,April,4/7/2021
Singapore,43:26:00,2 Stops,2652,DAC,11:55 PM,14:40,SIN,3:15,LAX,,,JFK,9:21 AM,4/9/2021,April,4/7/2021
Singapore,48:32:00,2 Stops,2652,DAC,11:55 PM,14:40,SIN,8:20,LAX,,,JFK,2:27 PM,4/9/2021,April,4/6/2021
Singapore,53:05:00,2 Stops,2691,DAC,11:55 PM,14:40,SIN,12:44,LAX,,,JFK,7:00 PM,4/8/2021,April,4/5/2021
British,26:20:00,2 Stops,2745,DAC,8:15 PM,2:10,DOH,3:25,LHR,,,JFK,12:35 PM,4/8/2021,April,4/6/2021
British,26:20:00,2 Stops,2745,DAC,8:15 PM,2:45,DOH,2:50,LHR,,,JFK,12:35 PM,4/8/2021,April,4/6/2021
British,27:35:00,2 Stops,2745,DAC,8:15 PM,2:10,DOH,4:35,LHR,,,EWR,1:50 PM,4/8/2021,April,4/6/2021
British,27:35:00,2 Stops,2745,DAC,8:15 PM,2:45,DOH,4:00,LHR,,,EWR,1:50 PM,4/8/2021,April,4/6/2021
British,26:20:00,2 Stops,2762,DAC,8:15 PM,2:10,DOH,3:30,LGW,,,JFK,12:35 PM,4/8/2021,April,4/6/2021
British,26:20:00,2 Stops,2762,DAC,8:15 PM,2:40,DOH,3:05,LGW,,,JFK,12:35 PM,4/8/2021,April,4/6/2021
British,27:35:00,2 Stops,2762,DAC,8:15 PM,2:10,DOH,4:40,LGW,,,EWR,1:50 PM,4/8/2021,April,4/6/2021
British,27:35:00,2 Stops,2762,DAC,8:15 PM,2:40,DOH,4:15,LGW,,,EWR,1:50 PM,4/9/2021,April,4/7/2021
British,25:55:00,2 Stops,2769,DAC,3:35 AM,1:40,DOH,3:30,LHR,,,EWR,7:30 PM,4/9/2021,April,4/7/2021
British,25:55:00,2 Stops,2769,DAC,3:35 AM,2:35,DOH,2:35,LHR,,,EWR,7:30 PM,4/8/2021,April,4/6/2021
British,28:10:00,2 Stops,2769,DAC,8:15 PM,2:10,DOH,5:15,LHR,,,JFK,2:25 PM,4/8/2021,April,4/6/2021
British,28:10:00,2 Stops,2769,DAC,8:15 PM,2:45,DOH,4:40,LHR,,,JFK,2:25 PM,4/8/2021,April,4/6/2021
Singapore,32:05:00,2 Stops,2772,DAC,11:55 PM,2:55,SIN,4:50,SEA,,,JFK,10:00 PM,4/9/2021,April,4/7/2021
Gulf Air Company,24:19:00,2 Stops,2783,DAC,5:40 AM,2:10,BAH,1:55,LHR,,,JFK,7:59 PM,4/9/2021,April,4/7/2021
Gulf Air Company,27:03:00,2 Stops,2783,DAC,5:40 AM,2:10,BAH,4:35,LHR,,,JFK,10:43 PM,4/8/2021,April,4/6/2021
Gulf Air Company,41:50:00,2 Stops,2783,DAC,5:40 AM,2:10,BAH,19:10,LHR,,,JFK,1:30 PM,4/8/2021,April,4/6/2021
Gulf Air Company,41:50:00,2 Stops,2783,DAC,5:40 AM,17:45,BAH,3:35,LHR,,,JFK,1:30 PM,4/8/2021,April,4/6/2021
Gulf Air Company,46:20:00,2 Stops,2783,DAC,5:40 AM,2:10,BAH,23:55,LHR,,,JFK,6:00 PM,4/8/2021,April,4/6/2021
Gulf Air Company,46:20:00,2 Stops,2783,DAC,5:40 AM,17:45,BAH,8:20,LHR,,,JFK,6:00 PM,4/8/2021,April,4/6/2021
Gulf Air Company,48:19:00,2 Stops,2783,DAC,5:40 AM,17:45,BAH,10:20,LHR,,,JFK,7:59 PM,4/8/2021,April,4/5/2021
Gulf Air Company,51:03:00,2 Stops,2783,DAC,5:40 AM,17:45,BAH,13:00,LHR,,,JFK,10:43 PM,4/9/2021,April,4/6/2021
Singapore,39:41:00,2 Stops,2813,DAC,11:55 PM,2:55,SIN,12:50,SEA,,,EWR,5:36 AM,4/8/2021,April,4/6/2021
Etihad,37:05:00,2 Stops,2873,DAC,12:55 PM,13:10,CMB,1:50,AUH,,,JFK,4:00 PM,4/9/2021,April,4/7/2021
Etihad,54:35:00,2 Stops,2873,DAC,12:55 PM,13:10,CMB,19:20,AUH,,,JFK,9:30 AM,4/8/2021,April,4/5/2021
Cathay Pacific,37:50:00,1 Stop,2934,DAC,2:10 AM,17:55,HKG,,,,,JFK,6:00 AM,4/8/2021,April,4/6/2021
Multiple,23:15:00,1 Stop,2946,DAC,7:30 PM,3:25,DXB,,,,,EWR,8:45 AM,4/8/2021,April,4/7/2021
Multiple,32:30:00,1 Stop,2946,DAC,10:15 AM,12:50,DXB,,,,,EWR,8:45 AM,4/8/2021,April,4/6/2021
Multiple,41:05:00,1 Stop,2946,DAC,1:40 AM,21:25,DXB,,,,,EWR,8:45 AM,4/8/2021,April,4/6/2021
Qatar,26:00:00,2 Stops,2948,DAC,9:30 PM,55,DOH,4:05,LHR,,,JFK,1:30 PM,4/8/2021,April,4/6/2021
Qatar,26:00:00,2 Stops,2948,DAC,9:30 PM,1:30,DOH,3:30,LHR,,,JFK,1:30 PM,4/9/2021,April,4/7/2021
Multiple,21:20:00,1 Stop,2961,DAC,3:35 AM,1:35,DOH,,,,,JFK,2:55 PM,4/9/2021,April,4/8/2021
Multiple,21:55:00,1 Stop,2961,DAC,10:50 AM,2:10,DOH,,,,,JFK,10:45 PM,4/9/2021,April,4/8/2021
Multiple,27:15:00,1 Stop,2961,DAC,5:30 AM,7:30,DOH,,,,,JFK,10:45 PM,4/8/2021,April,4/6/2021
Multiple,27:25:00,1 Stop,2961,DAC,9:30 PM,7:40,DOH,,,,,JFK,2:55 PM,4/9/2021,April,4/7/2021
Multiple,29:10:00,1 Stop,2961,DAC,3:35 AM,9:25,DOH,,,,,JFK,10:45 PM,4/8/2021,April,4/6/2021
Multiple,30:20:00,1 Stop,3036,DAC,10:10 AM,11:05,DEL,,,,,EWR,6:30 AM,4/9/2021,April,4/7/2021
Multiple,23:30:00,2 Stops,3046,DAC,6:35 AM,1:45,IST,1:00,FRA,,,JFK,8:05 PM,4/9/2021,April,4/8/2021
Multiple,23:45:00,2 Stops,3046,DAC,6:35 AM,1:45,IST,1:15,FRA,,,EWR,8:20 PM,4/8/2021,April,4/7/2021
Emirates,31:00:00,1 Stop,3049,DAC,9:55 PM,8:15,DXB,,,,,JFK,6:55 PM,4/8/2021,April,4/6/2021
Emirates,33:25:00,1 Stop,3049,DAC,9:55 PM,9:20,DXB,,,,,EWR,9:20 PM,4/8/2021,April,4/6/2021
Emirates,43:35:00,1 Stop,3049,DAC,9:20 AM,20:45,DXB,,,,,JFK,6:55 PM,4/8/2021,April,4/6/2021
Emirates,46:00:00,1 Stop,3049,DAC,9:20 AM,21:50,DXB,,,,,EWR,9:20 PM,4/9/2021,April,4/7/2021
Multiple,23:30:00,2 Stops,3067,DAC,6:35 AM,1:45,IST,1:00,FRA,,,JFK,8:05 PM,4/9/2021,April,4/8/2021
Multiple,23:45:00,2 Stops,3067,DAC,6:35 AM,1:45,IST,1:15,FRA,,,EWR,8:20 PM,4/8/2021,April,4/7/2021
Emirates,43:35:00,2 Stops,3078,DAC,9:20 AM,2:45,DXB,19:40,MXP,,,JFK,6:55 PM,4/9/2021,April,4/7/2021
Emirates,55:00:00,2 Stops,3078,DAC,9:55 PM,14:15,DXB,19:40,MXP,,,JFK,6:55 PM,4/8/2021,April,4/5/2021
Multiple,25:00:00,2 Stops,3092,DAC,7:30 PM,2:55,DXB,1:30,LHR,,,EWR,10:30 AM,4/8/2021,April,4/6/2021
Multiple,25:00:00,2 Stops,3114,DAC,7:30 PM,2:55,DXB,1:30,LHR,,,EWR,10:30 AM,4/8/2021,April,4/6/2021
Emirates,26:30:00,1 Stop,3352,DAC,9:55 PM,7:00,DXB,,,,,JFK,2:25 PM,4/8/2021,April,4/6/2021
Emirates,33:30:00,1 Stop,3352,DAC,9:20 AM,13:50,DXB,,,,,JFK,8:50 AM,4/8/2021,April,4/6/2021
Emirates,39:05:00,1 Stop,3352,DAC,9:20 AM,19:30,DXB,,,,,JFK,2:25 PM,4/9/2021,April,4/7/2021
Multiple,27:40:00,2 Stops,4253,DAC,2:20 AM,2:30,JED,3:32,IAD,,,JFK,8:00 PM,4/9/2021,April,4/7/2021
Multiple,25:43:00,2 Stops,4584,DAC,2:10 AM,2:40,HKG,2:25,YYZ,,,EWR,5:53 PM,4/9/2021,April,4/7/2021
Multiple,26:40:00,2 Stops,4584,DAC,2:10 AM,2:40,HKG,3:25,YYZ,,,LGA,6:50 PM,4/9/2021,April,4/7/2021
Multiple,31:15:00,2 Stops,4842,DAC,12:50 AM,5:00,CAN,5:40,TPE,,,JFK,10:05 PM,4/9/2021,April,4/7/2021
Multiple,25:43:00,2 Stops,5052,DAC,2:10 AM,2:40,HKG,2:25,YYZ,,,EWR,5:53 PM,4/9/2021,April,4/7/2021
Multiple,26:40:00,2 Stops,5057,DAC,2:10 AM,2:40,HKG,3:25,YYZ,,,LGA,6:50 PM,4/8/2021,April,4/6/2021
Kuwait,37:05:00,1 Stop,6406,DAC,11:20 AM,16:55,KWI,,,,,JFK,2:25 PM,4/8/2021,April,4/6/2021
Multiple,24:50:00,2 Stops,6947,DAC,8:55 PM,2:10,AUH,2:00,CDG,,,EWR,11:45 AM,4/8/2021,April,4/6/2021
